ID,LineID,TeamID,ShiftID,Date,ProductionFBE,ReworkFBE,ScrapFBE
314196,3,2,NULL,18/6/2018,,0.5,
314203,2,2,NULL,18/6/2018,,0.5,
314204,2,2,NULL,18/6/2018,,0.5,
314205,2,3,NULL,18/6/2018,,0.5,
314206,1,2,NULL,18/6/2018,,0.5,
314207,2,2,NULL,18/6/2018,,0.5,
314214,2,2,NULL,18/6/2018,,0.5,
314215,3,2,NULL,18/6/2018,,0.5,
314216,3,3,NULL,18/6/2018,137.5,0.5,
314217,1,3,NULL,18/6/2018,,0.5,
314218,1,2,NULL,18/6/2018,,0.5,
314225,3,3,NULL,18/6/2018,0,0.5,
314226,3,1,NULL,18/6/2018,,0.5,
314227,1,1,NULL,18/6/2018,164.5,0.5,
314228,1,3,NULL,18/6/2018,,0.5,
314229,3,2,NULL,18/6/2018,,0.5,
314236,1,3,NULL,18/6/2018,,0.5,
314237,1,1,NULL,18/6/2018,0,0.5,
314238,1,3,NULL,18/6/2018,,0.5,
314239,3,3,NULL,18/6/2018,192,0.5,
314240,1,3,NULL,18/6/2018,,0.5,
314241,2,2,NULL,18/6/2018,,0.5,
314248,3,3,NULL,18/6/2018,0,0.5,
314249,3,3,NULL,18/6/2018,0,0.5,
314250,1,1,NULL,18/6/2018,0,0.5,
314251,3,3,NULL,18/6/2018,217.5,0.5,
314252,1,3,NULL,18/6/2018,,0.5,
314253,2,2,NULL,18/6/2018,,0.5,
314260,1,3,NULL,18/6/2018,,0.5,
314261,2,1,NULL,18/6/2018,0,0.5,
314262,3,3,NULL,18/6/2018,0,0.5,
314263,2,1,NULL,18/6/2018,246.5,0.5,
314264,2,1,NULL,18/6/2018,330.44,0.5,
314265,3,3,NULL,18/6/2018,336.08,0.5,
314272,1,2,NULL,18/6/2018,,0.5,
314273,3,1,NULL,18/6/2018,,0.5,
314274,3,1,NULL,18/6/2018,,0.5,
314276,3,2,NULL,18/6/2018,,0.5,
314277,1,1,NULL,18/6/2018,332.44,0.5,
314278,1,3,NULL,18/6/2018,,0.5,
314286,1,1,NULL,18/6/2018,0,0.5,
314287,2,3,NULL,18/6/2018,,0.5,
314288,1,2,NULL,18/6/2018,,0.5,
314290,3,3,NULL,18/6/2018,272.5,0.5,
314292,2,3,NULL,18/6/2018,,0.5,
314293,2,2,NULL,18/6/2018,,0.5,
314301,1,3,NULL,18/6/2018,,0.5,
314302,3,2,NULL,18/6/2018,,0.5,
314303,2,3,NULL,18/6/2018,,0.5,
314305,2,1,NULL,18/6/2018,272.5,0.5,
314307,1,2,NULL,18/6/2018,,0.5,
314308,3,2,NULL,18/6/2018,,0.5,
314316,3,1,NULL,18/6/2018,,0.5,
314317,2,3,NULL,18/6/2018,,0.5,
314318,1,1,NULL,18/6/2018,0,0.5,
314320,3,1,NULL,18/6/2018,,0.5,
314322,3,1,NULL,18/6/2018,,0.5,
314323,3,1,NULL,18/6/2018,,0.5,
314331,3,2,NULL,18/6/2018,,0.5,
314332,1,2,NULL,18/6/2018,,0.5,
314333,3,3,NULL,18/6/2018,0,0.5,
314335,3,3,NULL,18/6/2018,272.5,0.5,
314337,2,3,NULL,18/6/2018,,0.5,
314338,3,3,NULL,18/6/2018,338.08,0.5,
314347,3,2,NULL,18/6/2018,,0.5,
314348,2,3,NULL,18/6/2018,,0.5,
314349,3,2,NULL,18/6/2018,,0.5,
314351,3,3,NULL,18/6/2018,272.5,0.5,
314353,2,1,NULL,18/6/2018,332.44,0.5,
314354,1,2,NULL,18/6/2018,,0.5,
314357,3,3,NULL,18/6/2018,0,0.5,
314358,2,2,NULL,18/6/2018,,0.5,
314359,1,1,NULL,18/6/2018,0,0.5,
314361,2,3,NULL,18/6/2018,,0.5,
314363,1,1,NULL,18/6/2018,332.44,0.5,
314364,1,3,NULL,18/6/2018,,0.5,
314367,2,3,NULL,18/6/2018,,0.5,
314368,2,2,NULL,18/6/2018,,0.5,
314369,3,1,NULL,18/6/2018,,0.5,
314371,2,3,NULL,18/6/2018,,0.5,
314373,3,3,NULL,18/6/2018,332.44,0.5,
314374,3,3,NULL,18/6/2018,338.08,0.5,
314377,3,1,NULL,18/6/2018,,0.5,
314378,1,3,NULL,18/6/2018,,0.5,
314379,1,3,NULL,18/6/2018,,0.5,
314381,3,3,NULL,18/6/2018,272.5,0.5,
314383,2,2,NULL,18/6/2018,,0.5,
314384,1,1,NULL,18/6/2018,338.08,0.5,
314387,1,2,NULL,18/6/2018,,0.5,
314388,2,2,NULL,18/6/2018,,0.5,
314389,2,3,NULL,18/6/2018,,0.5,
314391,1,3,NULL,18/6/2018,,0.5,
314393,3,1,NULL,18/6/2018,,0.5,
314394,2,2,NULL,18/6/2018,,0.5,
314397,2,3,NULL,18/6/2018,,0.5,
314398,2,3,NULL,18/6/2018,,0.5,
314399,2,1,NULL,18/6/2018,0,0.5,
314401,1,1,NULL,18/6/2018,272.5,0.5,
314403,3,3,NULL,18/6/2018,332.44,0.5,
314404,1,3,NULL,18/6/2018,,0.5,
314407,1,3,NULL,18/6/2018,,0.5,
314408,1,3,NULL,18/6/2018,,0.5,
314409,1,3,NULL,18/6/2018,,0.5,
314411,3,2,NULL,18/6/2018,,0.5,
314413,2,1,NULL,18/6/2018,332.44,0.5,
314414,1,1,NULL,18/6/2018,338.08,0.5,
314417,2,1,NULL,18/6/2018,0,0.5,
314418,2,2,NULL,18/6/2018,,0.5,
314419,2,1,NULL,18/6/2018,0,0.5,
314421,1,1,NULL,18/6/2018,272.5,0.5,
314423,1,2,NULL,18/6/2018,,0.5,
314425,3,3,NULL,18/6/2018,338.08,0.5,
314430,1,1,NULL,18/6/2018,0,0.5,
314431,3,3,NULL,18/6/2018,0,0.5,
314432,2,1,NULL,18/6/2018,0,0.5,
314434,2,3,NULL,18/6/2018,,0.5,
314436,3,3,NULL,18/6/2018,332.44,0.5,
314438,3,3,NULL,18/6/2018,338.08,0.5,
314443,2,3,NULL,18/6/2018,,0.5,
314444,2,2,NULL,18/6/2018,,0.5,
314445,3,3,NULL,18/6/2018,0,0.5,
314447,1,3,NULL,18/6/2018,,0.5,
314449,3,3,NULL,18/6/2018,332.44,0.5,
314451,3,3,NULL,18/6/2018,338.08,0.5,
314456,1,3,NULL,18/6/2018,,0.5,
314457,3,1,NULL,18/6/2018,,0.5,
314458,1,2,NULL,18/6/2018,,0.5,
314460,1,1,NULL,18/6/2018,272.5,0.5,
314462,3,1,NULL,18/6/2018,,0.5,
314464,1,3,NULL,18/6/2018,,0.5,
314469,1,3,NULL,18/6/2018,,0.5,
314470,2,3,NULL,18/6/2018,,0.5,
314471,3,2,NULL,18/6/2018,,0.5,
314473,1,3,NULL,18/6/2018,,0.5,
314475,3,1,NULL,18/6/2018,,0.5,
314477,2,3,NULL,18/6/2018,,0.5,
314482,3,2,NULL,18/6/2018,,0.5,
314483,3,2,NULL,18/6/2018,,0.5,
314484,1,1,NULL,18/6/2018,0,0.5,
314275,3,2,NULL,18/6/2018,,,
314282,2,2,NULL,18/6/2018,1,,
314289,1,2,NULL,18/6/2018,,,
314291,3,2,NULL,18/6/2018,,,
314297,2,1,NULL,18/6/2018,,,
314304,2,2,NULL,18/6/2018,96.15,,
314306,1,1,NULL,18/6/2018,,,
314312,3,3,NULL,18/6/2018,,,0.5
314319,1,2,NULL,18/6/2018,,,
314321,3,3,NULL,18/6/2018,,,0.5
314327,3,3,NULL,18/6/2018,,,0.5
314334,2,2,NULL,18/6/2018,155.81,,
314336,2,2,NULL,18/6/2018,112.5,,
314342,1,1,NULL,18/6/2018,,,
314344,1,1,NULL,18/6/2018,,,
314350,3,3,NULL,18/6/2018,,,0.5
314352,3,3,NULL,18/6/2018,,,0.5
314355,1,2,NULL,18/6/2018,,,
314356,1,1,NULL,18/6/2018,,,
314360,2,3,NULL,18/6/2018,,,
314362,3,2,NULL,18/6/2018,,,
314365,3,2,NULL,18/6/2018,,,
314366,1,1,NULL,18/6/2018,,,
314370,3,1,NULL,18/6/2018,243.79,,
314372,2,3,NULL,18/6/2018,,,
314375,2,2,NULL,18/6/2018,250.94,,
314376,1,2,NULL,18/6/2018,,,
314380,2,3,NULL,18/6/2018,,,
314382,2,1,NULL,18/6/2018,,,
314385,2,1,NULL,18/6/2018,,,
314386,2,2,NULL,18/6/2018,0,,
314390,3,1,NULL,18/6/2018,292.79,,
314392,3,3,NULL,18/6/2018,,,0.5
314395,1,2,NULL,18/6/2018,,,
314396,1,2,NULL,18/6/2018,,,
314400,3,1,NULL,18/6/2018,319.45,,
314402,3,2,NULL,18/6/2018,,,
314405,1,2,NULL,18/6/2018,,,
314406,3,3,NULL,18/6/2018,,,0.5
314410,2,1,NULL,18/6/2018,,,
314412,2,2,NULL,18/6/2018,305,,
314415,2,1,NULL,18/6/2018,,,
314416,3,1,NULL,18/6/2018,0,,
314420,1,3,NULL,18/6/2018,342.11,,
314422,1,1,NULL,18/6/2018,,,
314428,3,1,NULL,18/6/2018,344.41,,
314429,1,1,NULL,18/6/2018,,,
314433,2,3,NULL,18/6/2018,,,
314435,1,3,NULL,18/6/2018,327.5,,
314441,3,1,NULL,18/6/2018,344.41,,
314442,1,1,NULL,18/6/2018,,,
314446,1,3,NULL,18/6/2018,342.11,,
314448,3,2,NULL,18/6/2018,,,
314454,2,2,NULL,18/6/2018,344.41,,
314455,1,3,NULL,18/6/2018,0,,
314461,3,1,NULL,18/6/2018,327.5,,
314467,3,2,NULL,18/6/2018,,,
314459,2,2,NULL,18/6/2018,342.11,,
314468,3,2,NULL,18/6/2018,,,
314474,2,3,NULL,18/6/2018,,,
314480,2,3,NULL,18/6/2018,,,
314472,2,1,NULL,18/6/2018,,,
314481,1,3,NULL,18/6/2018,0,,
314491,2,2,NULL,18/6/2018,344.41,,
314487,1,1,NULL,18/6/2018,,,
314486,3,1,NULL,18/6/2018,342.11,,
314492,2,3,NULL,18/6/2018,,,
314499,3,1,NULL,18/6/2018,344.41,,
314495,3,2,NULL,18/6/2018,,,
314494,1,1,NULL,18/6/2018,,,
314500,1,3,NULL,18/6/2018,0,,
314507,2,1,NULL,18/6/2018,,,
314503,2,3,NULL,18/6/2018,,,
314502,3,1,NULL,18/6/2018,342.11,,
314508,2,1,NULL,18/6/2018,,,
314511,1,2,NULL,18/6/2018,,,
314512,1,2,NULL,18/6/2018,,,
314516,1,3,NULL,18/6/2018,344.41,,
314517,2,1,NULL,18/6/2018,,,
314520,3,2,NULL,18/6/2018,,,
314521,1,2,NULL,18/6/2018,,,
314525,1,2,NULL,18/6/2018,,,
314526,1,1,NULL,18/6/2018,,,
314529,1,2,NULL,18/6/2018,,,
314530,2,2,NULL,18/6/2018,327.5,,
314534,1,2,NULL,18/6/2018,,,
314535,1,1,NULL,18/6/2018,,,
314538,3,2,NULL,18/6/2018,,,
314540,1,3,NULL,18/6/2018,327.5,,
314546,2,1,NULL,18/6/2018,,,
314547,1,1,NULL,18/6/2018,,,
314550,1,2,NULL,18/6/2018,,,
314552,1,2,NULL,18/6/2018,,,
314558,3,3,NULL,18/6/2018,,,0.5
314559,2,1,NULL,18/6/2018,,,
314562,1,3,NULL,18/6/2018,342.11,,
314564,2,1,NULL,18/6/2018,,,
314570,3,1,NULL,18/6/2018,344.41,,
314571,3,2,NULL,18/6/2018,,,
314574,3,1,NULL,18/6/2018,342.11,,
314576,3,1,NULL,18/6/2018,327.5,,
314582,2,3,NULL,18/6/2018,,,
314583,1,3,NULL,18/6/2018,0,,
314587,2,1,NULL,18/6/2018,,,
314589,2,3,NULL,18/6/2018,,,
314595,2,1,NULL,18/6/2018,,,
314596,3,2,NULL,18/6/2018,,,
314600,1,3,NULL,18/6/2018,342.11,,
314602,3,1,NULL,18/6/2018,327.5,,
314608,2,1,NULL,18/6/2018,,,
314609,3,2,NULL,18/6/2018,,,
314613,1,3,NULL,18/6/2018,342.11,,
314615,2,1,NULL,18/6/2018,,,
314621,1,2,NULL,18/6/2018,,,
314622,2,1,NULL,18/6/2018,,,
314626,3,2,NULL,18/6/2018,,,
314628,2,2,NULL,18/6/2018,327.5,,
314634,2,2,NULL,18/6/2018,344.41,,
314635,2,2,NULL,18/6/2018,0,,
314639,2,1,NULL,18/6/2018,,,
314641,2,1,NULL,18/6/2018,,,
314647,2,3,NULL,18/6/2018,,,
314648,3,3,NULL,18/6/2018,,,0.5
314652,2,3,NULL,18/6/2018,,,
314654,1,1,NULL,18/6/2018,,,
314660,2,2,NULL,18/6/2018,344.41,,
314661,1,1,NULL,18/6/2018,,,
314665,3,2,NULL,18/6/2018,,,
314667,3,2,NULL,18/6/2018,,,
314676,3,3,NULL,18/6/2018,,,0.5
314677,1,3,NULL,18/6/2018,0,,
314681,3,2,NULL,18/6/2018,,,
314683,3,2,NULL,18/6/2018,,,
314692,1,2,NULL,18/6/2018,,,
314693,1,1,NULL,18/6/2018,,,
314697,1,3,NULL,18/6/2018,342.11,,
314699,3,1,NULL,18/6/2018,327.5,,
314708,2,3,NULL,18/6/2018,,,
314709,1,1,NULL,18/6/2018,,,
314713,1,3,NULL,18/6/2018,342.11,,
314715,3,1,NULL,18/6/2018,327.5,,
314724,2,3,NULL,18/6/2018,,,
314725,3,3,NULL,18/6/2018,,,0.5
314729,1,3,NULL,18/6/2018,342.11,,
314731,2,3,NULL,18/6/2018,,,
314740,1,1,NULL,18/6/2018,,,
314741,3,1,NULL,18/6/2018,0,,
314745,1,1,NULL,18/6/2018,,,
314747,1,1,NULL,18/6/2018,,,
314756,1,3,NULL,18/6/2018,344.41,,
314757,2,2,NULL,18/6/2018,0,,
314761,2,3,NULL,18/6/2018,,,
314763,1,1,NULL,18/6/2018,,,
314772,2,1,NULL,18/6/2018,,,
314773,2,3,NULL,18/6/2018,,,
314777,3,2,NULL,18/6/2018,,,
314779,2,2,NULL,18/6/2018,327.5,,
314788,3,1,NULL,18/6/2018,344.41,,
314789,3,1,NULL,18/6/2018,0,,
314793,3,2,NULL,18/6/2018,,,
314795,3,2,NULL,18/6/2018,,,
314804,1,2,NULL,18/6/2018,,,
314805,3,2,NULL,18/6/2018,,,
314809,2,1,NULL,18/6/2018,,,
314811,2,2,NULL,18/6/2018,327.5,,
314820,2,1,NULL,18/6/2018,,,
314821,1,2,NULL,18/6/2018,,,
314825,2,1,NULL,18/6/2018,,,
314827,2,2,NULL,18/6/2018,327.5,,
314836,2,2,NULL,18/6/2018,344.41,,
314837,2,1,NULL,18/6/2018,,,
314844,2,1,NULL,18/6/2018,,,
314846,1,1,NULL,18/6/2018,,,
314857,2,3,NULL,18/6/2018,,,
314859,1,3,NULL,18/6/2018,0,,
314866,1,3,NULL,18/6/2018,342.11,,
314868,2,2,NULL,18/6/2018,327.5,,
314879,2,1,NULL,18/6/2018,,,
314881,1,1,NULL,18/6/2018,,,
314890,3,3,NULL,18/6/2018,,,0.5
314892,2,1,NULL,18/6/2018,,,
314903,2,1,NULL,18/6/2018,,,
314905,3,2,NULL,18/6/2018,,,
314914,2,1,NULL,18/6/2018,,,
314916,3,3,NULL,18/6/2018,,,0.5
314927,1,3,NULL,18/6/2018,344.41,,
314929,1,1,NULL,18/6/2018,,,
314938,1,2,NULL,18/6/2018,,,
314940,2,1,NULL,18/6/2018,,,
314951,2,3,NULL,18/6/2018,,,
314953,3,1,NULL,18/6/2018,0,,
314963,1,3,NULL,18/6/2018,342.11,,
314965,3,3,NULL,18/6/2018,,,0.5
314976,3,2,NULL,18/6/2018,,,
314978,2,1,NULL,18/6/2018,,,
314988,3,2,NULL,18/6/2018,,,
314990,2,2,NULL,18/6/2018,327.5,,
315001,3,1,NULL,18/6/2018,344.41,,
315003,1,1,NULL,18/6/2018,,,
315013,3,2,NULL,18/6/2018,,,
315015,1,1,NULL,18/6/2018,,,
315026,2,3,NULL,18/6/2018,,,
315028,1,1,NULL,18/6/2018,,,
315038,2,3,NULL,18/6/2018,,,
315040,3,2,NULL,18/6/2018,,,
315051,1,1,NULL,18/6/2018,,,
315053,3,1,NULL,18/6/2018,0,,
315063,2,2,NULL,18/6/2018,342.11,,
315065,2,3,NULL,18/6/2018,,,
315076,3,3,NULL,18/6/2018,,,0.5
315078,1,2,NULL,18/6/2018,,,
315088,2,1,NULL,18/6/2018,,,
315090,1,2,NULL,18/6/2018,,,
315101,3,3,NULL,18/6/2018,,,0.5
315103,2,3,NULL,18/6/2018,,,
315113,1,1,NULL,18/6/2018,,,
315115,3,2,NULL,18/6/2018,,,
315126,1,1,NULL,18/6/2018,,,
315128,2,2,NULL,18/6/2018,0,,
315139,1,2,NULL,18/6/2018,,,
315141,2,3,NULL,18/6/2018,,,
315152,2,2,NULL,18/6/2018,344.41,,
315156,3,2,NULL,18/6/2018,,,
315167,1,3,NULL,18/6/2018,342.11,,
315169,2,1,NULL,18/6/2018,,,
315180,2,2,NULL,18/6/2018,344.41,,
315184,1,1,NULL,18/6/2018,,,
315197,1,1,NULL,18/6/2018,,,
315199,3,1,NULL,18/6/2018,327.5,,
315210,3,3,NULL,18/6/2018,,,0.5
315214,1,1,NULL,18/6/2018,,,
315227,3,2,NULL,18/6/2018,,,
315229,2,3,NULL,18/6/2018,,,
315240,3,3,NULL,18/6/2018,,,0.5
315244,2,3,NULL,18/6/2018,,,
315257,2,2,NULL,18/6/2018,342.11,,
315259,3,3,NULL,18/6/2018,,,0.5
315270,2,2,NULL,18/6/2018,344.41,,
315274,3,2,NULL,18/6/2018,,,
315287,2,3,NULL,18/6/2018,,,
315289,2,1,NULL,18/6/2018,,,
315300,1,2,NULL,18/6/2018,,,
315304,3,1,NULL,18/6/2018,0,,
315317,3,1,NULL,18/6/2018,342.11,,
315319,1,3,NULL,18/6/2018,327.5,,
315330,3,1,NULL,18/6/2018,344.41,,
315334,3,3,NULL,18/6/2018,,,0.5
315347,1,3,NULL,18/6/2018,342.11,,
315349,3,2,NULL,18/6/2018,,,
315360,1,2,NULL,18/6/2018,,,
315364,1,1,NULL,18/6/2018,,,
315377,3,2,NULL,18/6/2018,,,
315379,2,1,NULL,18/6/2018,,,
315390,2,1,NULL,18/6/2018,,,
315394,2,3,NULL,18/6/2018,,,
315407,3,1,NULL,18/6/2018,342.11,,
315409,3,1,NULL,18/6/2018,327.5,,
315420,1,1,NULL,18/6/2018,,,
315424,2,1,NULL,18/6/2018,,,
315437,1,3,NULL,18/6/2018,342.11,,
315439,1,2,NULL,18/6/2018,,,
315450,3,2,NULL,18/6/2018,,,
315454,3,2,NULL,18/6/2018,,,
315467,3,1,NULL,18/6/2018,342.11,,
315469,2,2,NULL,18/6/2018,327.5,,
315480,2,2,NULL,18/6/2018,344.41,,
315485,1,2,NULL,18/6/2018,,,
315498,3,2,NULL,18/6/2018,,,
315501,1,3,NULL,18/6/2018,327.5,,
315512,3,2,NULL,18/6/2018,,,
315517,1,2,NULL,18/6/2018,,,
315532,2,1,NULL,18/6/2018,,,
315535,1,1,NULL,18/6/2018,,,
315546,3,3,NULL,18/6/2018,,,0.5
315551,2,2,NULL,18/6/2018,0,,
315566,2,1,NULL,18/6/2018,,,
315569,1,2,NULL,18/6/2018,,,
315580,2,1,NULL,18/6/2018,,,
315585,1,3,NULL,18/6/2018,0,,
315600,1,3,NULL,18/6/2018,342.11,,
315603,3,1,NULL,18/6/2018,327.5,,
315614,2,1,NULL,18/6/2018,,,
315619,3,1,NULL,18/6/2018,0,,
315634,1,2,NULL,18/6/2018,,,
315637,2,3,NULL,18/6/2018,,,
315648,2,3,NULL,18/6/2018,,,
315653,2,3,NULL,18/6/2018,,,
315668,2,3,NULL,18/6/2018,,,
315671,1,2,NULL,18/6/2018,,,
315682,3,2,NULL,18/6/2018,,,
315687,3,2,NULL,18/6/2018,,,
315702,1,2,NULL,18/6/2018,,,
315705,1,2,NULL,18/6/2018,,,
315716,2,1,NULL,18/6/2018,,,
315721,2,1,NULL,18/6/2018,,,
315737,2,2,NULL,18/6/2018,342.11,,
315740,3,1,NULL,18/6/2018,327.5,,
315751,1,2,NULL,18/6/2018,,,
315756,3,3,NULL,18/6/2018,,,0.5
315772,3,2,NULL,18/6/2018,,,
315775,3,3,NULL,18/6/2018,,,0.5
315786,1,2,NULL,18/6/2018,,,
315791,1,3,NULL,18/6/2018,0,,
315922,3,2,NULL,18/6/2018,,,
315829,2,2,NULL,18/6/2018,327.5,,
315812,2,3,NULL,18/6/2018,,,
315946,1,3,NULL,18/6/2018,0,,
314424,2,2,NULL,18/6/2018,0.5,0.5,
314426,1,2,NULL,18/6/2018,,0.5,
314427,1,2,NULL,18/6/2018,,0.5,
314437,1,1,NULL,18/6/2018,,0.5,
314439,3,2,NULL,18/6/2018,,0.5,
314440,2,3,NULL,18/6/2018,,1,
314450,3,1,NULL,18/6/2018,57.5,1,
314452,2,1,NULL,18/6/2018,,0.5,
314453,2,3,NULL,18/6/2018,,1,
314463,1,2,NULL,18/6/2018,,0.5,
314465,3,3,NULL,18/6/2018,,0.5,
314466,1,3,NULL,18/6/2018,125.47,0.5,
314476,1,3,NULL,18/6/2018,139.5,0.5,
314478,3,2,NULL,18/6/2018,,0.5,
314479,1,3,NULL,18/6/2018,156.63,0.5,
314485,3,3,NULL,18/6/2018,,0.5,
314488,1,3,NULL,18/6/2018,169,0.5,
314489,2,2,NULL,18/6/2018,187.96,0.5,
314490,1,2,NULL,18/6/2018,,0.5,
314493,1,1,NULL,18/6/2018,,0.5,
314496,2,1,NULL,18/6/2018,,0.5,
314497,2,2,NULL,18/6/2018,224.62,0.5,
314498,2,2,NULL,18/6/2018,228.61,0.5,
314501,1,3,NULL,18/6/2018,0,0.5,
314504,2,1,NULL,18/6/2018,,0.5,
314505,1,2,NULL,18/6/2018,,0.5,
314506,1,2,NULL,18/6/2018,,0.5,
314509,1,2,NULL,18/6/2018,,0.5,
314510,2,3,NULL,18/6/2018,,1,
314513,3,2,NULL,18/6/2018,,0.5,
314514,2,3,NULL,18/6/2018,,1,
314515,3,2,NULL,18/6/2018,,0.5,
314518,1,1,NULL,18/6/2018,,0.5,
314519,1,3,NULL,18/6/2018,0,0.5,
314522,2,2,NULL,18/6/2018,281,0.5,
314523,1,1,NULL,18/6/2018,,0.5,
314524,1,3,NULL,18/6/2018,321.26,0.5,
314527,1,2,NULL,18/6/2018,,0.5,
314528,3,2,NULL,18/6/2018,,0.5,
314531,2,1,NULL,18/6/2018,,0.5,
314532,3,3,NULL,18/6/2018,,0.5,
314533,3,2,NULL,18/6/2018,,0.5,
314536,3,2,NULL,18/6/2018,,0.5,
314537,3,3,NULL,18/6/2018,,0.5,
314541,2,3,NULL,18/6/2018,,1,
314542,2,2,NULL,18/6/2018,319.6,0.5,
314545,1,2,NULL,18/6/2018,,0.5,
314548,1,2,NULL,18/6/2018,,0.5,
314549,3,3,NULL,18/6/2018,,0.5,
314553,3,1,NULL,18/6/2018,338.5,1,
314554,1,1,NULL,18/6/2018,,0.5,
314557,3,1,NULL,18/6/2018,341.25,1,
314560,2,2,NULL,18/6/2018,0,0.5,
314561,3,3,NULL,18/6/2018,,0.5,
314565,2,1,NULL,18/6/2018,,0.5,
314566,3,3,NULL,18/6/2018,,0.5,
314569,2,1,NULL,18/6/2018,,0.5,
314572,3,3,NULL,18/6/2018,,0.5,
314573,2,3,NULL,18/6/2018,,1,
314577,3,2,NULL,18/6/2018,,0.5,
314578,2,2,NULL,18/6/2018,319.6,0.5,
314581,1,3,NULL,18/6/2018,341.25,0.5,
314584,3,2,NULL,18/6/2018,,0.5,
314585,2,3,NULL,18/6/2018,,1,
314590,1,3,NULL,18/6/2018,338.5,0.5,
314591,1,1,NULL,18/6/2018,,0.5,
314594,3,1,NULL,18/6/2018,341.25,1,
314597,1,1,NULL,18/6/2018,,0.5,
314598,1,3,NULL,18/6/2018,0,0.5,
314603,2,2,NULL,18/6/2018,338.5,0.5,
314604,1,2,NULL,18/6/2018,,0.5,
314607,2,3,NULL,18/6/2018,,1,
314610,3,1,NULL,18/6/2018,0,1,
314611,1,2,NULL,18/6/2018,,0.5,
314616,2,2,NULL,18/6/2018,338.5,0.5,
314617,1,1,NULL,18/6/2018,,0.5,
314620,3,2,NULL,18/6/2018,,0.5,
314623,1,3,NULL,18/6/2018,0,0.5,
314624,2,2,NULL,18/6/2018,0,0.5,
314629,3,3,NULL,18/6/2018,,0.5,
314630,1,3,NULL,18/6/2018,319.6,0.5,
314633,1,1,NULL,18/6/2018,,0.5,
314636,2,1,NULL,18/6/2018,,0.5,
314637,2,2,NULL,18/6/2018,0,0.5,
314642,2,1,NULL,18/6/2018,,0.5,
314643,3,2,NULL,18/6/2018,,0.5,
314646,3,3,NULL,18/6/2018,,0.5,
314649,1,2,NULL,18/6/2018,,0.5,
314650,2,3,NULL,18/6/2018,,1,
314655,1,2,NULL,18/6/2018,,0.5,
314656,2,3,NULL,18/6/2018,,1,
314659,1,2,NULL,18/6/2018,,0.5,
314662,3,3,NULL,18/6/2018,,0.5,
314663,3,2,NULL,18/6/2018,,0.5,
314670,1,1,NULL,18/6/2018,,0.5,
314672,1,3,NULL,18/6/2018,319.6,0.5,
314675,1,3,NULL,18/6/2018,341.25,0.5,
314678,1,2,NULL,18/6/2018,,0.5,
314679,2,3,NULL,18/6/2018,,1,
314686,2,1,NULL,18/6/2018,,0.5,
314688,3,1,NULL,18/6/2018,319.6,1,
314691,2,3,NULL,18/6/2018,,1,
314694,3,3,NULL,18/6/2018,,0.5,
314695,1,3,NULL,18/6/2018,0,0.5,
314702,3,1,NULL,18/6/2018,338.5,1,
314704,3,3,NULL,18/6/2018,,0.5,
314707,3,1,NULL,18/6/2018,341.25,1,
314710,1,2,NULL,18/6/2018,,0.5,
314711,2,2,NULL,18/6/2018,0,0.5,
314718,1,2,NULL,18/6/2018,,0.5,
314720,2,3,NULL,18/6/2018,,1,
314723,2,3,NULL,18/6/2018,,1,
314726,2,1,NULL,18/6/2018,,0.5,
314727,3,3,NULL,18/6/2018,,0.5,
314734,2,2,NULL,18/6/2018,338.5,0.5,
314736,3,3,NULL,18/6/2018,,0.5,
314739,1,1,NULL,18/6/2018,,0.5,
314742,3,1,NULL,18/6/2018,0,1,
314743,1,1,NULL,18/6/2018,,0.5,
314750,1,3,NULL,18/6/2018,338.5,0.5,
314752,1,2,NULL,18/6/2018,,0.5,
314755,3,2,NULL,18/6/2018,,0.5,
314758,1,3,NULL,18/6/2018,0,0.5,
314759,3,3,NULL,18/6/2018,,0.5,
314766,3,1,NULL,18/6/2018,338.5,1,
314768,3,1,NULL,18/6/2018,319.6,1,
314771,3,2,NULL,18/6/2018,,0.5,
314774,1,1,NULL,18/6/2018,,0.5,
314775,3,3,NULL,18/6/2018,,0.5,
314782,2,3,NULL,18/6/2018,,1,
314784,2,2,NULL,18/6/2018,319.6,0.5,
314787,1,3,NULL,18/6/2018,341.25,0.5,
314790,1,3,NULL,18/6/2018,0,0.5,
314791,3,1,NULL,18/6/2018,0,1,
314798,3,2,NULL,18/6/2018,,0.5,
314800,2,1,NULL,18/6/2018,,0.5,
314803,3,3,NULL,18/6/2018,,0.5,
314806,3,3,NULL,18/6/2018,,0.5,
314807,3,2,NULL,18/6/2018,,0.5,
314814,3,2,NULL,18/6/2018,,0.5,
314816,2,2,NULL,18/6/2018,319.6,0.5,
314819,1,3,NULL,18/6/2018,341.25,0.5,
314822,2,3,NULL,18/6/2018,,1,
314823,2,3,NULL,18/6/2018,,1,
314830,1,2,NULL,18/6/2018,,0.5,
314832,1,3,NULL,18/6/2018,319.6,0.5,
314835,1,3,NULL,18/6/2018,341.25,0.5,
314838,1,2,NULL,18/6/2018,,0.5,
314839,3,3,NULL,18/6/2018,,0.5,
314849,2,3,NULL,18/6/2018,,1,
314852,3,1,NULL,18/6/2018,319.6,1,
314856,3,2,NULL,18/6/2018,,0.5,
314860,2,3,NULL,18/6/2018,,1,
314861,3,1,NULL,18/6/2018,0,1,
